0	sky	Cúpula HDRI	skyHdri	11,8,10	68,48,68
189	ground	Árbol lote 5 tronco	woodDark	9.199999809265137,0.7590000033378601,4.400000095367432	0.07912000268697739,1.5180000066757202,0.07912000268697739
190	ground	Árbol lote 5 alcorque	soil	9.199999809265137,0.0430000014603138,4.400000095367432	0.42320001125335693,0.01600000075995922,0.42320001125335693
191	ground	Árbol lote 5 rama 0	woodDark	9.576041221618652,1.6058090925216675,4.593134880065918	0.03569629415869713,1.3766398429870605,0.03569629415869713
192	ground	Árbol lote 5 ramilla 0-0	woodDark	10.098724365234375,2.3726961612701416,4.719808578491211	0.009200000204145908,0.5511909127235413,0.009200000204145908
193	ground	Árbol lote 5 ramilla 0-1	woodDark	10.095297813415527,2.2795584201812744,4.859825611114502	0.009200000204145908,0.41454440355300903,0.009200000204145908
194	ground	Árbol lote 5 ramilla 0-2	woodDark	9.983489036560059,2.370535373687744,4.944177150726318	0.009200000204145908,0.5476891994476318,0.009200000204145908
195	ground	Árbol lote 5 rama 1	woodDark	9.436699867248535,1.5313706398010254,4.731894016265869	0.032396186143159866,1.181229829788208,0.032396186143159866
196	ground	Árbol lote 5 ramilla 1-0	woodDark	9.834188461303711,2.1600749492645264,5.07204008102417	0.009200000204145908,0.5155823230743408,0.009200000204145908
197	ground	Árbol lote 5 ramilla 1-1	woodDark	9.76688289642334,2.092238426208496,5.1948676109313965	0.009200000204145908,0.4182942807674408,0.009200000204145908
198	ground	Árbol lote 5 ramilla 1-2	woodDark	9.62883186340332,2.0555076599121094,5.218496322631836	0.009200000204145908,0.37568455934524536,0.009200000204145908
199	ground	Árbol lote 5 rama 2	woodDark	9.086593627929688,1.667357325553894,4.738781452178955	0.03205137327313423,1.265027403831482,0.03205137327313423
200	ground	Árbol lote 5 ramilla 2-0	woodDark	9.06101131439209,2.289375066757202,5.212500095367432	0.009200000204145908,0.37912049889564514,0.009200000204145908
201	ground	Árbol lote 5 ramilla 2-1	woodDark	8.922080039978027,2.3593251705169678,5.230236530303955	0.009200000204145908,0.4682927429676056,0.009200000204145908
202	ground	Árbol lote 5 ramilla 2-2	woodDark	8.82182502746582,2.3108201026916504,5.13243293762207	0.009200000204145908,0.40340834856033325,0.009200000204145908
203	ground	Árbol lote 5 rama 3	woodDark	8.871964454650879,1.5005921125411987,4.597322463989258	0.03879217430949211,0.9899682402610779,0.03879217430949211
204	ground	Árbol lote 5 ramilla 3-0	woodDark	8.523176193237305,1.9808090925216675,4.9543023109436035	0.009200000204145908,0.46311232447624207,0.009200000204145908
205	ground	Árbol lote 5 ramilla 3-1	woodDark	8.405964851379395,1.992989420890808,4.877634048461914	0.009200000204145908,0.48091939091682434,0.009200000204145908
206	ground	Árbol lote 5 ramilla 3-2	woodDark	8.39316177368164,2.0362987518310547,4.738161563873291	0.009200000204145908,0.5483324527740479,0.009200000204145908
207	ground	Árbol lote 5 rama 4	woodDark	8.934158325195312,1.5915939807891846,4.381011962890625	0.031903013586997986,0.9013049602508545,0.031903013586997986
208	ground	Árbol lote 5 ramilla 4-0	woodDark	8.5595064163208,2.0931599140167236,4.48068904876709	0.009200000204145908,0.42432287335395813,0.009200000204145908
209	ground	Árbol lote 5 ramilla 4-1	woodDark	8.507725715637207,2.1286938190460205,4.350553512573242	0.009200000204145908,0.473686546087265,0.009200000204145908
210	ground	Árbol lote 5 ramilla 4-2	woodDark	8.577476501464844,2.176262617111206,4.229098796844482	0.009200000204145908,0.5472965836524963,0.009200000204145908
211	ground	Árbol lote 5 rama 5	woodDark	9.056023597717285,1.7447429895401,4.065298557281494	0.030708126723766327,1.1975228786468506,0.030708126723766327
212	ground	Árbol lote 5 ramilla 5-0	woodDark	8.756649017333984,2.311150074005127,3.688497543334961	0.009200000204145908,0.37013599276542664,0.009200000204145908
213	ground	Árbol lote 5 ramilla 5-1	woodDark	8.848426818847656,2.3025710582733154,3.582699775695801	0.009200000204145908,0.361982524394989,0.009200000204145908
214	ground	Árbol lote 5 ramilla 5-2	woodDark	8.988351821899414,2.439262866973877,3.58882737159729	0.009200000204145908,0.5442324280738831,0.009200000204145908
215	ground	Árbol lote 5 rama 6	woodDark	9.243919372558594,1.6119036674499512,4.022346496582031	0.040058739483356476,0.9697297215461731,0.040058739483356476
216	ground	Árbol lote 5 ramilla 6-0	woodDark	9.174128532409668,2.1358184814453125,3.5307157039642334	0.009200000204145908,0.5501092076301575,0.009200000204145908
217	ground	Árbol lote 5 ramilla 6-1	woodDark	9.306436538696289,2.0046277046203613,3.484771251678467	0.009200000204145908,0.3706858456134796,0.009200000204145908
218	ground	Árbol lote 5 ramilla 6-2	woodDark	9.424671173095703,2.0593795776367188,3.5598526000976562	0.009200000204145908,0.4354512691497803,0.009200000204145908
219	ground	Árbol lote 5 rama 7	woodDark	9.498486518859863,1.8126598596572876,4.350897789001465	0.030184194445610046,1.1015337705612183,0.030184194445610046
220	ground	Árbol lote 5 ramilla 7-0	woodDark	9.875252723693848,2.438779830932617,4.161107063293457	0.009200000204145908,0.4623010456562042,0.009200000204145908
221	ground	Árbol lote 5 ramilla 7-1	woodDark	9.95583724975586,2.4528799057006836,4.275661468505859	0.009200000204145908,0.48293545842170715,0.009200000204145908
222	ground	Árbol lote 5 ramilla 7-2	woodDark	9.9161958694458,2.3977184295654297,4.4099931716918945	0.009200000204145908,0.40740981698036194,0.009200000204145908
223	ground	Árbol lote 5 hojas	leaf	9.199999809265137,0,4.400000095367432	1,1,1
224	ground	Árbol lote 6 tronco	woodDark	1.9500000476837158,0.890999972820282,17.200000762939453	0.0928800031542778,1.781999945640564,0.0928800031542778
225	ground	Árbol lote 6 alcorque	soil	1.9500000476837158,0.0430000014603138,17.200000762939453	0.4968000054359436,0.01600000075995922,0.4968000054359436
226	ground	Árbol lote 6 rama 0	woodDark	2.2057011127471924,1.7025742530822754,17.37569236755371	0.03697789087891579,1.1016979217529297,0.03697789087891579
227	ground	Árbol lote 6 ramilla 0-0	woodDark	2.642072916030884,2.3992760181427,17.495895385742188	0.01080000028014183,0.6133727431297302,0.01080000028014183
228	ground	Árbol lote 6 ramilla 0-1	woodDark	2.6171748638153076,2.303490161895752,17.658416748046875	0.01080000028014183,0.4773327708244324,0.01080000028014183
229	ground	Árbol lote 6 ramilla 0-2	woodDark	2.474391222000122,2.368816375732422,17.739938735961914	0.01080000028014183,0.5666413307189941,0.01080000028014183
230	ground	Árbol lote 6 rama 1	woodDark	2.0441126823425293,1.906712293624878,17.637821197509766	0.04711107537150383,1.5146136283874512,0.04711107537150383
231	ground	Árbol lote 6 ramilla 1-0	woodDark	2.3076581954956055,2.6080355644226074,18.159387588500977	0.01080000028014183,0.4191961884498596,0.01080000028014183
232	ground	Árbol lote 6 ramilla 1-1	woodDark	2.177945137023926,2.702444553375244,18.260419845581055	0.01080000028014183,0.5289742946624756,0.01080000028014183
233	ground	Árbol lote 6 ramilla 1-2	woodDark	2.0181732177734375,2.725982189178467,18.221614837646484	0.01080000028014183,0.5629113912582397,0.01080000028014183
234	ground	Árbol lote 6 rama 2	woodDark	1.91493558883667,1.7312296628952026,17.52248764038086	0.03404592350125313,1.009377360343933,0.03404592350125313
235	ground	Árbol lote 6 ramilla 2-0	woodDark	2.0143532752990723,2.3103415966033936,17.97777557373047	0.01080000028014183,0.5395199656486511,0.01080000028014183
236	ground	Árbol lote 6 ramilla 2-1	woodDark	1.8594413995742798,2.274348020553589,18.032869338989258	0.01080000028014183,0.4907533526420593,0.01080000028014183
237	ground	Árbol lote 6 ramilla 2-2	woodDark	1.7199904918670654,2.3123371601104736,17.945768356323242	0.01080000028014183,0.5423747897148132,0.01080000028014183
238	ground	Árbol lote 6 rama 3	woodDark	1.7180802822113037,1.8163484334945679,17.40825843811035	0.033493705093860626,1.0511200428009033,0.033493705093860626
239	ground	Árbol lote 6 ramilla 3-0	woodDark	1.4976638555526733,2.323556423187256,17.80516815185547	0.01080000028014183,0.41370049118995667,0.01080000028014183
240	ground	Árbol lote 6 ramilla 3-1	woodDark	1.3455368280410767,2.3571670055389404,17.742795944213867	0.01080000028014183,0.4452739953994751,0.01080000028014183
241	ground	Árbol lote 6 ramilla 3-2	woodDark	1.2998310327529907,2.4758195877075195,17.58485984802246	0.01080000028014183,0.6052087545394897,0.01080000028014183
242	ground	Árbol lote 6 rama 4	woodDark	1.6030043363571167,1.8290563821792603,17.138687133789062	0.04633345827460289,1.0471534729003906,0.04633345827460289
243	ground	Árbol lote 6 ramilla 4-0	woodDark	1.1145563125610352,2.478018045425415,17.20272445678711	0.01080000028014183,0.6456336975097656,0.01080000028014183
244	ground	Árbol lote 6 ramilla 4-1	woodDark	1.0698916912078857,2.370807647705078,17.044490814208984	0.01080000028014183,0.4882200360298157,0.01080000028014183
245	ground	Árbol lote 6 ramilla 4-2	woodDark	1.1660767793655396,2.304698944091797,16.911144256591797	0.01080000028014183,0.41729193925857544,0.01080000028014183
246	ground	Árbol lote 6 rama 5	woodDark	1.7328284978866577,2.0768632888793945,16.768657684326172	0.04113597795367241,1.519418478012085,0.04113597795367241
247	ground	Árbol lote 6 ramilla 5-0	woodDark	1.3305902481079102,2.877014398574829,16.298959732055664	0.01080000028014183,0.5705558061599731,0.01080000028014183
248	ground	Árbol lote 6 ramilla 5-1	woodDark	1.4306640625,2.9255809783935547,16.168506622314453	0.01080000028014183,0.64652419090271,0.01080000028014183
249	ground	Árbol lote 6 ramilla 5-2	woodDark	1.5950589179992676,2.867616891860962,16.16580581665039	0.01080000028014183,0.5566165447235107,0.01080000028014183
250	ground	Árbol lote 6 rama 6	woodDark	2.0347771644592285,1.873612880706787,16.780115127563477	0.04110829532146454,1.0871180295944214,0.04110829532146454
251	ground	Árbol lote 6 ramilla 6-0	woodDark	1.9976855516433716,2.377389907836914,16.215768814086914	0.01080000028014183,0.5072969794273376,0.01080000028014183
252	ground	Árbol lote 6 ramilla 6-1	woodDark	2.1569597721099854,2.310854911804199,16.174968719482422	0.01080000028014183,0.4301338791847229,0.01080000028014183
253	ground	Árbol lote 6 ramilla 6-2	woodDark	2.287926197052002,2.330047369003296,16.274370193481445	0.01080000028014183,0.4497178792953491,0.01080000028014183
254	ground	Árbol lote 6 rama 7	woodDark	2.3072924613952637,2.049912452697754,16.90981101989746	0.042373303323984146,1.3047609329223633,0.042373303323984146
255	ground	Árbol lote 6 ramilla 7-0	woodDark	2.662442922592163,2.6963181495666504,16.430633544921875	0.01080000028014183,0.5276792645454407,0.01080000028014183
256	ground	Árbol lote 6 ramilla 7-1	woodDark	2.8112926483154297,2.608224630355835,16.50046730041504	0.01080000028014183,0.42396676540374756,0.01080000028014183
257	ground	Árbol lote 6 ramilla 7-2	woodDark	2.849116802215576,2.648008346557617,16.66047477722168	0.01080000028014183,0.46543818712234497,0.01080000028014183
258	ground	Árbol lote 6 hojas	leaf	1.9500000476837158,0,17.200000762939453	1,1,1
259	ground	Losetas norte	paver	16.5,0.04500000178813934,14.5	9,0.09000000357627869,1
260	ground	Losetas sur	paver	16.5,0.04500000178813934,18.5	9,0.09000000357627869,1
261	ground	Losetas oeste	paver	12.5,0.04500000178813934,16.5	1,0.09000000357627869,3
262	ground	Losetas este	paver	20.5,0.04500000178813934,16.5	1,0.09000000357627869,3
263	ground	Fondo de pileta	poolBasin	16.5,-1.4800000190734863,16.5	7,0.18000000715255737,3
264	ground	Borde pileta norte	poolBasin	16.5,-0.6600000262260437,15.0600004196167	7,1.4600000381469727,0.11999999731779099
265	ground	Borde pileta sur	poolBasin	16.5,-0.6600000262260437,17.940000534057617	7,1.4600000381469727,0.11999999731779099
266	ground	Borde pileta oeste	poolBasin	13.0600004196167,-0.6600000262260437,16.5	0.11999999731779099,1.4600000381469727,3
267	ground	Borde pileta este	poolBasin	19.940000534057617,-0.6600000262260437,16.5	0.11999999731779099,1.4600000381469727,3
268	ground	Agua de pileta	water	16.5,0.08250000327825546,16.5	1,1,1
269	ground	Escalón pileta 0	paver	13.619999885559082,-0.23000000417232513,17.600000381469727	1.0499999523162842,0.18000000715255737,0.44999998807907104
270	ground	Escalón pileta 1	paver	13.619999885559082,-0.5199999809265137,17.260000228881836	1.0499999523162842,0.18000000715255737,0.44999998807907104
271	ground	Escalón pileta 2	paver	13.619999885559082,-0.8100000023841858,16.920000076293945	1.0499999523162842,0.18000000715255737,0.44999998807907104
272	ground	Pasamanos pileta 1	stainless	13.350000381469727,0.4699999988079071,17.6200008392334	0.03500000014901161,1.0199999809265137,0.03500000014901161
273	ground	Pasamanos pileta 2	stainless	14.050000190734863,0.4699999988079071,17.6200008392334	0.03500000014901161,1.0199999809265137,0.03500000014901161
274	ground	Agarre pileta	stainless	13.699999809265137,0.9599999785423279,17.6200008392334	0.03500000014901161,0.03500000014901161,0.699999988079071
275	ground	Baliza pileta A	blackMetal	12.449999809265137,0.3100000023841858,14.350000381469727	0.07500000298023224,0.6200000047683716,0.07500000298023224
276	ground	Luz baliza pileta A	warmLight	12.449999809265137,0.6800000071525574,14.350000381469727	0.10000000149011612,0.10000000149011612,0.10000000149011612
277	ground	Baliza pileta B	blackMetal	20.549999237060547,0.3100000023841858,14.350000381469727	0.07500000298023224,0.6200000047683716,0.07500000298023224
278	ground	Luz baliza pileta B	warmLight	20.549999237060547,0.6800000071525574,14.350000381469727	0.10000000149011612,0.10000000149011612,0.10000000149011612
279	ground	Luz subacuática 0	warmLight	19.81999969482422,-0.6200000047683716,15.699999809265137	0.03999999910593033,0.10999999940395355,0.18000000715255737
280	ground	Luz subacuática 1	warmLight	19.81999969482422,-0.6200000047683716,17.200000762939453	0.03999999910593033,0.10999999940395355,0.18000000715255737
281	lower	Losa planta baja	cement	18,0.07999999821186066,6	8,0.1599999964237213,12
282	lower	Fachada ciega de ladrillo	brick	18,1.5,0.10000000149011612	8,3,0.20000000298023224
283	lower	Marco superior fachada	concrete	18,2.859999895095825,-0.019999999552965164	8.119999885559082,0.2800000011920929,0.2800000011920929
284	lower	Pilar esquina frontal izquierda	concreteDark	14.130000114440918,1.5,0.12999999523162842	0.25999999046325684,3,0.25999999046325684
285	lower	Pilar esquina frontal derecha	concreteDark	21.8700008392334,1.5,0.12999999523162842	0.25999999046325684,3,0.25999999046325684
286	lower	Muro lateral monoambiente	brick	14.100000381469727,1.5,3	0.20000000298023224,3,6
287	lower	Medianera constructiva baja	brickDark	21.899999618530273,1.5,6	0.20000000298023224,3,12
288	lower	Separación mono quincho izquierda	brick	15.375,1.5,6	2.75,3,0.20000000298023224
289	lower	Separación mono quincho derecha	brick	20.625,1.5,6	2.75,3,0.20000000298023224
290	lower	Dintel puerta doble	concrete	18,2.680000066757202,6	2.5,0.6399999856948853,0.20000000298023224
291	lower	Puerta doble mono izquierda vidrio	glass	17.3799991607666,1.4199999570846558,5.867000102996826	1.1399999856948853,2.299999952316284,0.008999999612569809
292	lower	Puerta doble mono izquierda Vidrio interior	glassInner	17.3799991607666,1.4199999570846558,5.89300012588501	1.136579990386963,2.293100118637085,0.008999999612569809
293	lower	Puerta doble mono izquierda marco superior	blackMetal	17.3799991607666,2.569999933242798,5.880000114440918	1.3040000200271606,0.0820000022649765,0.125
294	lower	Puerta doble mono izquierda marco inferior	blackMetal	17.3799991607666,0.27000001072883606,5.880000114440918	1.3040000200271606,0.0820000022649765,0.125
295	lower	Puerta doble mono izquierda marco izquierdo	blackMetal	16.809999465942383,1.4199999570846558,5.880000114440918	0.0820000022649765,2.299999952316284,0.125
296	lower	Puerta doble mono izquierda marco derecho	blackMetal	17.950000762939453,1.4199999570846558,5.880000114440918	0.0820000022649765,2.299999952316284,0.125
297	lower	Puerta doble mono izquierda Burlete superior	blackMetal	17.3799991607666,2.535559892654419,5.880000114440918	1.1399999856948853,0.026000000536441803,0.03500000014901161
298	lower	Puerta doble mono izquierda Burlete inferior	blackMetal	17.3799991607666,0.3044399917125702,5.880000114440918	1.1399999856948853,0.026000000536441803,0.03500000014901161
299	lower	Puerta doble mono izquierda Burlete izquierdo	blackMetal	16.844440460205078,1.4199999570846558,5.880000114440918	0.026000000536441803,2.299999952316284,0.03500000014901161
300	lower	Puerta doble mono izquierda Burlete derecho	blackMetal	17.915559768676758,1.4199999570846558,5.880000114440918	0.026000000536441803,2.299999952316284,0.03500000014901161
